,FamilyType
19422,Female Head
4002,Female Head
19421,Female Head
15554,Female Head
15496,Female Head
15539,Female Head
5819,Female Head
10113,Female Head
18327,Female Head
8995,Female Head
10105,Female Head
10104,Female Head
8996,Female Head
10102,Female Head
10095,Female Head
10091,Female Head
10090,Female Head
5839,Female Head
5838,Female Head
5837,Female Head
5818,Female Head
5836,Female Head
5834,Female Head
5833,Female Head
5832,Female Head
5831,Female Head
9003,Female Head
5826,Female Head
5825,Female Head
5824,Female Head
9005,Female Head
5822,Female Head
5821,Female Head
5820,Female Head
15536,Female Head
5835,Female Head
8423,Female Head
9832,Female Head
19217,Female Head
9570,Female Head
5506,Female Head
9565,Female Head
5505,Female Head
5504,Female Head
5503,Female Head
5502,Female Head
5501,Female Head
5500,Female Head
5499,Female Head
5498,Female Head
5497,Female Head
5496,Female Head
5495,Female Head
5494,Female Head
5493,Female Head
5492,Female Head
5491,Female Head
5490,Female Head
5489,Female Head
5488,Female Head
5487,Female Head
5486,Female Head
5485,Female Head
5484,Female Head
5483,Female Head
5482,Female Head
9571,Female Head
9576,Female Head
9577,Female Head
15892,Female Head
19009,Female Head
9635,Female Head
9634,Female Head
9633,Female Head
9632,Female Head
9631,Female Head
9630,Female Head
9129,Female Head
9130,Female Head
9620,Female Head
15865,Female Head
9138,Female Head
9610,Female Head
15925,Female Head
9609,Female Head
9602,Female Head
9601,Female Head
9599,Female Head
15877,Female Head
15878,Female Head
18491,Female Head
9592,Female Head
15882,Female Head
15883,Female Head
9587,Female Head
9586,Female Head
15886,Female Head
15891,Female Head
9141,Female Head
15927,Female Head
5479,Female Head
9533,Female Head
15951,Female Head
5458,Female Head
15958,Female Head
15959,Female Head
9478,Female Head
5456,Female Head
5455,Female Head
15962,Female Head
15963,Female Head
15964,Female Head
15965,Female Head
5453,Female Head
9466,Female Head
15948,Female Head
9465,Female Head
5449,Female Head
18828,Female Head
18827,Female Head
18826,Female Head
5443,Female Head
5442,Female Head
4627,Female Head
4628,Female Head
4629,Female Head
4630,Female Head
5439,Female Head
4632,Female Head
4633,Female Head
5450,Female Head
9636,Female Head
9493,Female Head
15944,Female Head
9532,Female Head
9531,Female Head
9530,Female Head
9529,Female Head
9528,Female Head
9527,Female Head
9526,Female Head
9525,Female Head
9524,Female Head
9523,Female Head
5476,Female Head
9518,Female Head
9517,Female Head
5465,Female Head
5475,Female Head
5473,Female Head
9159,Female Head
9160,Female Head
9509,Female Head
15938,Female Head
9161,Female Head
9162,Female Head
5468,Female Head
5467,Female Head
9501,Female Head
9500,Female Head
9499,Female Head
18508,Female Head
5474,Female Head
9637,Female Head
9638,Female Head
9639,Female Head
15758,Female Head
15759,Female Head
15760,Female Head
5627,Female Head
19155,Female Head
19153,Female Head
9766,Female Head
9765,Female Head
15765,Female Head
5623,Female Head
5622,Female Head
5621,Female Head
5619,Female Head
5628,Female Head
9756,Female Head
9754,Female Head
9098,Female Head
9751,Female Head
9099,Female Head
5612,Female Head
4305,Female Head
15778,Female Head
5611,Female Head
5610,Female Head
19121,Female Head
19120,Female Head
15786,Female Head
15787,Female Head
9755,Female Head
15788,Female Head
9775,Female Head
9777,Female Head
5665,Female Head
9827,Female Head
18410,Female Head
15716,Female Head
9820,Female Head
4227,Female Head
19206,Female Head
5660,Female Head
5659,Female Head
9815,Female Head
18414,Female Head
5655,Female Head
15726,Female Head
9776,Female Head
15727,Female Head
15729,Female Head
5646,Female Head
5645,Female Head
5644,Female Head
5643,Female Head
5642,Female Head
5641,Female Head
5636,Female Head
9089,Female Head
9785,Female Head
9784,Female Head
9091,Female Head
5629,Female Head
15728,Female Head
5666,Female Head
9106,Female Head
9107,Female Head
5552,Female Head
5549,Female Head
5548,Female Head
9127,Female Head
5545,Female Head
19052,Female Head
19051,Female Head
5544,Female Head
19047,Female Head
5541,Female Head
5540,Female Head
5539,Female Head
19034,Female Head
5553,Female Head
9654,Female Head
9652,Female Head
9651,Female Head
9650,Female Head
9649,Female Head
9648,Female Head
9647,Female Head
9646,Female Head
9645,Female Head
9644,Female Head
9643,Female Head
9642,Female Head
9641,Female Head
9640,Female Head
9653,Female Head
19113,Female Head
5554,Female Head
5556,Female Head
18447,Female Head
9108,Female Head
5596,Female Head
5595,Female Head
5594,Female Head
5593,Female Head
5592,Female Head
5591,Female Head
5590,Female Head
5589,Female Head
18452,Female Head
18453,Female Head
5584,Female Head
5555,Female Head
18454,Female Head
18455,Female Head
9114,Female Head
5578,Female Head
5577,Female Head
5575,Female Head
19083,Female Head
5573,Female Head
5572,Female Head
9117,Female Head
9118,Female Head
5563,Female Head
5558,Female Head
5557,Female Head
4343,Female Head
8422,Female Head
6581,Female Head
6931,Female Head
7284,Female Head
7283,Female Head
12207,Female Head
21743,Female Head
21742,Female Head
8222,Female Head
8223,Female Head
17491,Female Head
7646,Female Head
17492,Female Head
7277,Female Head
629,Female Head
628,Female Head
7647,Female Head
8011,Female Head
8010,Female Head
7276,Female Head
8009,Female Head
8224,Female Head
8008,Female Head
633,Female Head
17259,Female Head
8220,Female Head
8221,Female Head
7641,Female Head
17261,Female Head
21760,Female Head
17260,Female Head
7288,Female Head
636,Female Head
21748,Female Head
21757,Female Head
7287,Female Head
635,Female Head
1426,Female Head
21754,Female Head
21753,Female Head
7286,Female Head
7285,Female Head
21750,Female Head
1423,Female Head
7275,Female Head
1449,Female Head
7274,Female Head
592,Female Head
7255,Female Head
591,Female Head
7672,Female Head
7252,Female Head
1474,Female Head
1475,Female Head
7673,Female Head
593,Female Head
7996,Female Head
1481,Female Head
584,Female Head
13362,Female Head
581,Female Head
13361,Female Head
13360,Female Head
13359,Female Head
7677,Female Head
1480,Female Head
7671,Female Head
7670,Female Head
7261,Female Head
7273,Female Head
7654,Female Head
619,Female Head
8225,Female Head
8226,Female Head
618,Female Head
617,Female Head
7655,Female Head
7656,Female Head
7657,Female Head
7658,Female Head
612,Female Head
8227,Female Head
8228,Female Head
8229,Female Head
7659,Female Head
8230,Female Head
7263,Female Head
7262,Female Head
21765,Female Head
576,Female Head
8219,Female Head
1410,Female Head
7317,Female Head
21811,Female Head
7316,Female Head
7315,Female Head
21808,Female Head
7314,Female Head
7313,Female Head
7312,Female Head
7318,Female Head
13424,Female Head
13423,Female Head
8027,Female Head
8026,Female Head
21804,Female Head
8025,Female Head
8024,Female Head
1364,Female Head
8023,Female Head
675,Female Head
1365,Female Head
679,Female Head
12250,Female Head
21830,Female Head
21829,Female Head
12704,Female Head
12705,Female Head
12706,Female Head
21826,Female Head
1338,Female Head
12707,Female Head
8028,Female Head
12256,Female Head
1344,Female Head
1345,Female Head
1346,Female Head
686,Female Head
685,Female Head
21817,Female Head
21816,Female Head
7319,Female Head
12255,Female Head
668,Female Head
21803,Female Head
7311,Female Head
1394,Female Head
7300,Female Head
8214,Female Head
1397,Female Head
8215,Female Head
21778,Female Head
21777,Female Head
21776,Female Head
7301,Female Head
12223,Female Head
7633,Female Head
7295,Female Head
22367,Female Head
21771,Female Head
1407,Female Head
7294,Female Head
7635,Female Head
7293,Female Head
16868,Female Head
12228,Female Head
13408,Female Head
7307,Female Head
667,Female Head
8022,Female Head
12241,Female Head
21800,Female Head
12240,Female Head
12239,Female Head
664,Female Head
12238,Female Head
21796,Female Head
7310,Female Head
13415,Female Head
7628,Female Head
1375,Female Head
1376,Female Head
1377,Female Head
1378,Female Head
7309,Female Head
7308,Female Head
21791,Female Head
646,Female Head
12703,Female Head
575,Female Head
17511,Female Head
7975,Female Head
12088,Female Head
7974,Female Head
12087,Female Head
12086,Female Head
12085,Female Head
12084,Female Head
1585,Female Head
21622,Female Head
12083,Female Head
13308,Female Head
7972,Female Head
13305,Female Head
7717,Female Head
464,Female Head
12082,Female Head
12081,Female Head
12080,Female Head
7973,Female Head
7721,Female Head
12089,Female Head
12849,Female Head
12839,Female Head
12840,Female Head
1563,Female Head
490,Female Head
12841,Female Head
12842,Female Head
7189,Female Head
12843,Female Head
12090,Female Head
12844,Female Head
1567,Female Head
1568,Female Head
12845,Female Head
12846,Female Head
482,Female Head
481,Female Head
12847,Female Head
12848,Female Head
485,Female Head
7966,Female Head
12079,Female Head
12078,Female Head
17554,Female Head
7175,Female Head
12057,Female Head
12056,Female Head
7174,Female Head
7173,Female Head
8278,Female Head
7742,Female Head
7741,Female Head
7171,Female Head
7743,Female Head
7744,Female Head
7169,Female Head
7745,Female Head
8282,Female Head
7748,Female Head
419,Female Head
7749,Female Head
7170,Female Head
12061,Female Head
434,Female Head
7955,Female Head
12077,Female Head
7188,Female Head
7965,Female Head
1598,Female Head
449,Female Head
7183,Female Head
448,Female Head
447,Female Head
7182,Female Head
445,Female Head
444,Female Head
8274,Female Head
1604,Female Head
8276,Female Head
13944,Female Head
13945,Female Head
7731,Female Head
8277,Female Head
7956,Female Head
13314,Female Head
7678,Female Head
13315,Female Head
8265,Female Head
559,Female Head
16854,Female Head
7687,Female Head
7688,Female Head
552,Female Head
7689,Female Head
12797,Female Head
1512,Female Head
13883,Female Head
12798,Female Head
7690,Female Head
13890,Female Head
13891,Female Head
1517,Female Head
13340,Female Head
13892,Female Head
12805,Female Head
13339,Female Head
1513,Female Head
22440,Female Head
13882,Female Head
560,Female Head
17512,Female Head
7995,Female Head
7244,Female Head
17513,Female Head
17514,Female Head
13869,Female Head
13870,Female Head
7240,Female Head
13880,Female Head
568,Female Head
567,Female Head
7237,Female Head
566,Female Head
565,Female Head
12787,Female Head
7993,Female Head
562,Female Head
7992,Female Head
7238,Female Head
22441,Female Head
13338,Female Head
537,Female Head
17227,Female Head
17226,Female Head
13325,Female Head
7207,Female Head
12825,Female Head
12826,Female Head
7206,Female Head
13323,Female Head
12820,Female Head
13322,Female Head
501,Female Head
17033,Female Head
7202,Female Head
7201,Female Head
499,Female Head
12834,Female Head
17035,Female Head
8264,Female Head
7983,Female Head
517,Female Head
520,Female Head
7984,Female Head
1522,Female Head
536,Female Head
535,Female Head
13337,Female Head
7221,Female Head
7220,Female Head
7218,Female Head
13336,Female Head
7217,Female Head
7216,Female Head
7215,Female Head
22445,Female Head
531,Female Head
12811,Female Head
17029,Female Head
1538,Female Head
1539,Female Head
7985,Female Head
523,Female Head
1557,Female Head
417,Female Head
12702,Female Head
12700,Female Head
13557,Female Head
13556,Female Head
13555,Female Head
7421,Female Head
7420,Female Head
17399,Female Head
17400,Female Head
917,Female Head
17396,Female Head
7416,Female Head
13671,Female Head
13672,Female Head
13673,Female Head
13674,Female Head
7521,Female Head
8086,Female Head
8085,Female Head
13546,Female Head
916,Female Head
13545,Female Head
7427,Female Head
925,Female Head
7436,Female Head
13564,Female Head
12535,Female Head
7433,Female Head
1100,Female Head
7511,Female Head
7512,Female Head
7430,Female Head
12417,Female Head
22159,Female Head
1104,Female Head
1105,Female Head
1106,Female Head
7515,Female Head
12542,Female Head
7429,Female Head
7428,Female Head
12418,Female Head
1103,Female Head
8084,Female Head
8083,Female Head
904,Female Head
12368,Female Head
878,Female Head
7539,Female Head
7540,Female Head
12367,Female Head
874,Female Head
13524,Female Head
12366,Female Head
12369,Female Head
7541,Female Head
12365,Female Head
8075,Female Head
12364,Female Head
12363,Female Head
12362,Female Head
12361,Female Head
13518,Female Head
12588,Female Head
870,Female Head
7538,Female Head
